Issue.ID,Number.of.issue.solving.commits.found,Total.additions.made.to.fix.the.issue,Total.deletions.made.to.fix.the.issue,Total.changes.made.to.fix.the.issue,Commits..commit.hashcode..date.of.commit..commit.s.author..number.of.additions.made.by.the.commit..number.of.deletions.made.by.the.commit..number.of.total.changes.made.by.the.commit..approach.used.to.find.the.commit.
31295,1,2,1,3,"(49fe7a74014cd2aa803df14d547d0899c5582051, 2019-12-19 12:26:16 -0800, anjali411, 2, 1, 3, LINK)"
31325,1,209,40,249,"(4e07c3567960d5e1917e2e7ecea7b1b6ca4fe915, 2020-03-12 10:09:38 -0700, Shihao Xu, 209, 40, 249, LINK)"
31336,1,166,170,336,"(e4a883e60104d95d9c364efa4ac49bd241894d75, 2020-03-05 16:58:41 -0800, Xiang Gao, 166, 170, 336, LINK)"
31412,1,5,4,9,"(54777b1e736becb12ded6dcf34d9f01d32b4f896, 2020-01-08 11:48:21 -0800, Peter Bell, 5, 4, 9, LINK)"
31413,1,82,46,128,"(c342c354a959728029c544b9d13aea1528367d15, 2020-01-22 08:02:25 -0800, Yanli Zhao, 82, 46, 128, LINK)"
31427,1,151,149,300,"(1487582ba7f046e496554d40301e31b4ebc22422, 2020-01-14 09:35:57 -0800, Xiang Gao, 151, 149, 300, LINK)"
31443,1,24,0,24,"(b38901aa15aa8561140098f626dd755f94f4f456, 2019-12-20 08:19:49 -0800, Gregory Chanan, 24, 0, 24, LINK)"
31459,1,11,1,12,"(ddff014b79303e5239d5cb876ba97143cad6405a, 2020-01-06 10:25:28 -0800, anjali411, 11, 1, 12, LINK)"
31468,3,306,3,309,"(87b6685c6b290323629ae04fd962985421743661, 2020-03-19 20:46:41 -0700, Zafar Takhirov, 102, 1, 103, LINK), (463f7920bd45b522b4675663656873fa9689cab0, 2020-03-19 20:46:41 -0700, Zafar Takhirov, 102, 1, 103, LINK), (d46bbbb9eef50e2d8a0db47c3ad5fdfb4b2545e7, 2020-03-16 11:20:12 -0700, Zafar Takhirov, 102, 1, 103, LINK)"
31472,1,162,73,235,"(9af5a97b1df9d3b3708a8e10ff5d9e6d83ce4b02, 2020-01-23 11:44:06 -0800, Pavel Belevich, 162, 73, 235, LINK)"
315,1,19,0,19,"(3cb2470bb33305921b92ae4417d1364a5177a44e, 2018-10-30 12:54:37 -0700, Wei Yang, 19, 0, 19, LINK)"
31515,1,24,1,25,"(0b9cd410a96d173e09e0b8661233d3c853907adf, 2020-01-03 10:14:16 -0800, leetanenbaum, 24, 1, 25, LINK)"
31549,1,4,8,12,"(f995ec207604ac7b8b22c16acd924a14a9035db9, 2020-01-10 11:02:52 -0800, Jerry Zhang, 4, 8, 12, LINK)"
31611,1,10,0,10,"(9e6cd98c3ff5f521fe8130ce0f1a71fca0d61296, 2020-03-12 12:07:34 -0700, peterjc123, 10, 0, 10, LINK)"
31620,1,56,0,56,"(3c07eb33bb5be9ffaac310031c2b4725c7ddc882, 2020-01-07 16:19:01 -0800, davidriazati, 56, 0, 56, LINK)"
31625,1,91,82,173,"(230b68168b6ab5e6496a8425bceef1dbe576d45d, 2020-04-23 10:19:55 -0700, Jerry Zhang, 91, 82, 173, LINK)"
3164,1,510,14,524,"(71626491c40c86eb1ee410e695c467486084144c, 2018-05-08 17:06:27 -0400, Richard Zou, 510, 14, 524, LINK)"
31650,1,6,4,10,"(ad4fba0ce49340397744a638f0416dd709edb3e4, 2020-01-23 14:46:14 -0800, Xiang Gao, 6, 4, 10, LINK)"
31672,1,32,6,38,"(ee87b01f4093208d527fc0bd740723c2fa4f1feb, 2019-12-29 23:02:16 -0800, Natalia Gimelshein, 32, 6, 38, LINK)"
31680,1,2,2,4,"(1ba1799a66b20f17657a132eab111d002b3356f3, 2020-01-06 01:44:35 -0800, meganset, 2, 2, 4, LINK)"
31715,1,27,4,31,"(1314f7f4f486e2457b1660e9c89da3cb0c4b5fe4, 2020-01-08 14:15:04 -0800, Alban Desmaison, 27, 4, 31, LINK)"
31734,1,12,1,13,"(e37a24b0446e80d01b52cb04a2e7fde6976a16d4, 2020-01-22 08:01:46 -0800, Peter Bell, 12, 1, 13, LINK)"
31753,1,35,9,44,"(b10761d8900af1dc48bee807ab39c80fd4334b79, 2020-02-27 06:56:28 -0800, JeongUkJae, 35, 9, 44, LINK)"
31768,3,83,1,84,"(efba6302876ef1156c84a0cb1ace24a1df8cecce, 2020-02-10 07:02:09 -0800, Peter Bell, 37, 0, 37, LINK), (46c3c18bcc12e7d2d368fdb8606b509f130554f1, 2020-02-05 20:22:56 -0800, Peter Bell, 37, 0, 37, LINK), (7fdc6cb74efb0610daaf9c724daa8e4b52cd52fa, 2020-01-21 15:07:36 -0800, Peter Bell, 9, 1, 10, LINK)"
31774,1,20,15,35,"(40e720282cab50d88c79ba1b5df69c7e46bcd77c, 2020-01-03 13:38:27 -0800, Jerry Zhang, 20, 15, 35, LINK)"
31804,1,10,9,19,"(457c57d9f7287c1d7ed97e477499119bc1777749, 2020-01-03 13:19:37 -0800, Rohan Varma, 10, 9, 19, LINK)"
31864,1,173,60,233,"(2f6ffe8c393c29cb22560c2b9c23388115794194, 2020-02-28 18:32:20 -0800, davidriazati, 173, 60, 233, LINK)"
31894,1,10,0,10,"(52e9953faffe45d48660fc666db3b520b918c37c, 2020-05-15 08:30:47 -0700, Xinyu Li, 10, 0, 10, LINK)"
31902,1,34,3,37,"(10bd21d5502ec983ec4e5b9c7810d4e5b3cf0d4b, 2020-01-31 16:53:25 -0800, Elias Ellison, 34, 3, 37, LINK)"
31906,1,1,0,1,"(67c1d930eb51626d282e93818200977acc6945a9, 2020-01-09 13:25:01 -0800, Edward Yang, 1, 0, 1, LINK)"
31915,1,13,1,14,"(d03c9aaa05dc62efa0c0efc77c7483114af5c6cf, 2020-01-31 16:38:59 -0800, Charles Hofer, 13, 1, 14, LINK)"
3192,2,2,0,2,"(db1292a5098e640d26489481703b50f5ae5259c0, 2017-10-20 10:49:07 -0400, Edward Z. Yang, 1, 0, 1, LINK), (95605400841cdd6a244d0c2a01a75f5062155ae6, 2017-10-20 10:49:07 -0400, Edward Z. Yang, 1, 0, 1, LINK)"
31926,1,10,4,14,"(b6f43afacaff516a8e1681afac367bb4cb15aa62, 2020-01-10 07:40:26 -0800, Tongzhou Wang, 10, 4, 14, LINK)"
31944,1,13,3,16,"(1b746b95fb6f3df45bd2883045de9fbd82b72100, 2020-02-05 15:32:37 -0800, Edgar Andrés Margffoy Tuay, 13, 3, 16, LINK)"
31950,1,173,60,233,"(2f6ffe8c393c29cb22560c2b9c23388115794194, 2020-02-28 18:32:20 -0800, davidriazati, 173, 60, 233, LINK)"
31985,1,196,2,198,"(1558a3657b669001befd3271e2718f7d2c71e614, 2020-10-05 16:25:33 -0700, Nikita Shulga, 196, 2, 198, LINK)"
31991,1,57,15,72,"(3bbb36e02d6a34c8dd5ac4abf7455d869c7800dc, 2020-01-25 20:21:37 -0800, Enealor, 57, 15, 72, LINK)"
32001,1,30,0,30,"(7cddc302e5742ee458010bbd0a10ff3d39b5ae9c, 2020-02-03 10:11:31 -0800, Wojciech Baranowski, 30, 0, 30, LINK)"
32002,1,4,6,10,"(638e4ad8b95793876c0f5e82db58c18618fb6e61, 2020-01-10 13:11:45 -0800, anjali411, 4, 6, 10, LINK)"
32006,1,25,8,33,"(a8e7ed48f469e561d89f724fcbf290eeb3967eb5, 2020-02-26 09:52:59 -0800, Daya Khudia, 25, 8, 33, LINK)"
32032,2,2,2,4,"(49364eb42684416b0dc94e4ce1a3ccd002e8203f, 2020-01-14 10:02:37 -0500, Vishwak Srinivasan, 1, 1, 2, LINK), (77c2c78e01d55f111e9d8e6114256e225c853269, 2020-01-13 07:17:38 -0800, vishwakftw, 1, 1, 2, LINK)"
32045,1,48,0,48,"(02aa3ba3312c273472084f782f06f79109185f33, 2020-01-23 08:51:32 -0800, albanD, 48, 0, 48, LINK)"
32058,1,15,13,28,"(19bbb4fccb15fdd120ff00697887331f5a2394ef, 2020-01-15 07:46:45 -0800, Richard Zou, 15, 13, 28, LINK)"
32082,1,2,2,4,"(8c1268aad3656b20f97b98278481fab3f93a82b8, 2020-01-17 11:02:18 -0800, Jerry Zhang, 2, 2, 4, LINK)"
32119,1,690,55,745,"(4025729e888ea33241b3f795044fd24381cf91d1, 2020-03-20 16:44:08 -0700, Omkar Salpekar, 690, 55, 745, LINK)"
32124,2,585,11,596,"(507f963aa66ca2971c94a614705b4328534dc615, 2020-02-19 15:57:23 -0800, Omkar Salpekar, 292, 4, 296, LINK), (92b67c03e45048b37961db1a00975f85c2da5e9b, 2020-02-14 11:45:02 -0800, Omkar Salpekar, 293, 7, 300, LINK)"
32136,1,2,2,4,"(9357b911800b891f09e9d8e02b74018514c9b77f, 2020-01-29 14:10:20 -0800, Pavel Belevich, 2, 2, 4, LINK)"
32139,1,27,3,30,"(f3b67bf75021d1597cd1a55620d3403b4b7e2631, 2020-01-14 14:51:33 -0800, davidriazati, 27, 3, 30, LINK)"
32234,1,89,76,165,"(b564eaf7a803ae7019ca0523d4ba8c060c30b0cb, 2020-02-01 14:58:23 -0800, Will Feng, 89, 76, 165, LINK)"
3225,1,6,44,50,"(9ea576d06839b7c888865921c2bd66db1fbc3648, 2017-12-07 16:37:17 -0500, Sam Gross, 6, 44, 50, LINK)"
32289,1,9,0,9,"(84101f353e3fdf9eaa6584e8b4e1b3fc7945638e, 2020-02-26 21:12:42 -0800, Nathan Goldbaum, 9, 0, 9, LINK)"
3234,1,59,23,82,"(cc5a948e62e843453938e77cf2724e3be9f2d0b3, 2017-10-24 13:13:38 -0400, Edward Z. Yang, 59, 23, 82, LINK)"
32345,1,563,0,563,"(945d7a7408891e25bc54a65015724f6d2de644e6, 2020-04-01 08:54:43 -0700, Dhiraj D Kalamkar, 563, 0, 563, LINK)"
32346,2,40,18,58,"(e8581869f2ddbdf0149bd8382adeebb95ea4aec5, 2020-02-05 11:51:50 -0800, Natalia Gimelshein, 20, 9, 29, LINK), (df71b3e23a9d02fd2c402bb01e93cf151bface45, 2020-02-03 18:11:29 -0800, Natalia Gimelshein, 20, 9, 29, LINK)"
32366,3,464,92,556,"(3c5677a6760ba8df633987263b387e2a5a881c23, 2020-02-28 14:40:52 -0800, Sebastian Messmer, 417, 90, 507, LINK), (f07e963ec9285d2818f78821c80b63ee33eb15e9, 2020-02-27 14:57:18 -0800, Sebastian Messmer, 1, 1, 2, LINK), (e727520fc03e3f4f71c757186891a389bda37c41, 2020-02-26 19:34:44 -0800, Sebastian Messmer, 46, 1, 47, LINK)"
32368,1,8,1,9,"(e7edc5f20e89257d0cdaafff70447b5885ad8b72, 2020-01-24 16:47:05 -0800, Jerry Zhang, 8, 1, 9, LINK)"
3241,1,97,63,160,"(3003ebe67ae03922312e796990eac6a00a9d1633, 2017-11-02 17:23:25 -0400, Sam Gross, 97, 63, 160, LINK)"
32414,1,15,2,17,"(739d4609c3bbe3f461052d4586a2fa8cf8e0f7ee, 2020-03-09 08:12:54 -0700, Will Feng, 15, 2, 17, LINK)"
32435,5,264,251,515,"(3b47922855d94c7727a22d924d2a6b447475ee06, 2020-01-29 13:16:37 -0800, Edward Yang, 95, 88, 183, LINK), (b719d8f6b0da2fea26aa229b507ffbb8b317a318, 2020-01-28 07:33:15 -0800, Edward Z. Yang, 1, 1, 2, LINK), (37835acb1ab4179a131e5e12d9ff6bf08f9eb132, 2020-01-28 07:23:58 -0800, Edward Z. Yang, 8, 8, 16, LINK), (dc5504ed4f24db1437d5f865cb6756c926849f82, 2020-01-23 07:25:35 -0800, Edward Z. Yang, 80, 77, 157, LINK), (6e1148598596c7d164e43182490f64b16cc0623e, 2020-01-23 07:25:28 -0800, Edward Z. Yang, 80, 77, 157, LINK)"
32436,1,198,161,359,"(389e16c33be6d62b08490c0ab1e0e88883db28d3, 2020-05-24 13:11:43 -0700, Brian, 198, 161, 359, LINK)"
32454,1,420,567,987,"(a0ba7fb43e85606830277d5bc6076e5e799286fe, 2020-06-26 08:59:33 -0700, Edward Yang, 420, 567, 987, LINK)"
32469,1,26,1,27,"(ef5637f85e43dff55b03276176ba2949bd83a085, 2020-01-24 11:49:56 -0800, Michael Suo, 26, 1, 27, LINK)"
32494,1,8,5,13,"(8bc889e502b45627abb4665f746f03e99cc065e0, 2020-01-29 08:47:38 -0800, Max Balandat, 8, 5, 13, LINK)"
32517,5,13,8,21,"(950b7d8634b03cad0a5a2097df762e31e17ba082, 2020-02-20 23:09:04 -0800, Rohan Varma, 2, 0, 2, LINK), (6e7b82aa4d58f2d914b2db5cac9d23cce44a7819, 2020-02-05 16:08:14 -0800, Rohan Varma, 0, 0, 0, LINK), (922db08ec7df30799e0b7cf1f2bd1053f90ce28b, 2020-02-05 15:59:45 -0800, Rohan Varma, 3, 1, 4, LINK), (15f3f8cdd23e30fca03e0267fc605fca994aaad1, 2020-02-05 15:39:26 -0800, Rohan Varma, 7, 6, 13, LINK), (6fce26f6cfdd1fde5b8ec955f5ffd1ebd035adc2, 2020-02-05 15:27:28 -0800, Rohan Varma, 1, 1, 2, LINK)"
32519,1,232,0,232,"(6fa76b8a0c5b1b3fd60fe70b68f9d47295436e74, 2020-04-28 18:44:29 -0700, Jerry Zhang, 232, 0, 232, LINK)"
32520,1,208,61,269,"(35cdb785228b8abea1d3bdb844aa5980e6642f8d, 2020-04-01 12:18:30 -0700, Nik Ved, 208, 61, 269, LINK)"
32605,2,130,66,196,"(11843049d5d580f45e9f92a77aa2926384d64ee1, 2020-03-02 13:48:06 -0800, davidriazati, 65, 33, 98, LINK), (2b9fa4a756dfef5ae442e6e7a76293c4b7a2d9fe, 2020-02-26 18:47:32 -0800, davidriazati, 65, 33, 98, LINK)"
32625,1,34,7,41,"(f5ee46f1cfea4bbdd9fbe00a1f50b4385c5e4faa, 2020-03-10 07:51:46 -0700, Richard Zou, 34, 7, 41, LINK)"
32639,1,18,1,19,"(e7f0b15473d4dea3e202c98ccafe0d054cb0a204, 2020-02-11 09:25:49 -0800, Vincent Quenneville-Belair, 18, 1, 19, LINK)"
3264,2,72,70,142,"(3d9630abc23a56a1ad60f42574040e71281ea423, 2017-11-06 17:11:44 -0500, Sam Gross, 36, 35, 71, LINK), (50a63ee6fd826669fe47c24585064718b5161e1f, 2017-11-06 17:11:44 -0500, Sam Gross, 36, 35, 71, LINK)"
32645,1,2,2,4,"(879cf0b15a54c7848ae710e3d0ec62c4a9d7d3dd, 2020-02-18 09:08:10 -0800, Jeong Ukjae, 2, 2, 4, LINK)"
3266,1,6,1,7,"(e43a63a968083aeff957c04c7d8c9ffa794a446d, 2017-10-25 13:17:54 +0200, Ozan Çağlayan, 6, 1, 7, LINK)"
32692,1,4,3,7,"(c7bf4d22fe7f0de239feeb084682827c3b9a759f, 2020-01-29 08:24:42 -0800, Seyyed Hossein Hasanpour, 4, 3, 7, LINK)"
32699,1,8,0,8,"(7773a45c0d2cba1cd53d7f50b00baa7ae95ec6e4, 2020-06-01 07:46:26 -0700, guol-fnst, 8, 0, 8, LINK)"
327,1,9,0,9,"(8e4161517e112478a1c1f0290fedb91965f95aff, 2020-01-27 21:37:49 -0800, Wojciech Baranowski, 9, 0, 9, LINK)"
32750,1,20,2,22,"(7b65acdf9e8345d2ffbbc3b85ae6667f7260407e, 2020-01-31 14:21:00 -0800, Kushashwa Ravi Shrimali, 20, 2, 22, LINK)"
32756,1,6,0,6,"(cdf381c967c7c93aa60941b0d35c33e1f8ec3121, 2020-02-20 11:07:00 -0800, Edgar Andrés Margffoy Tuay, 6, 0, 6, LINK)"
3277,2,4,1,5,"(99907f2eb0d12e626d1a82d9a76671d9e6e9c7e8, 2017-11-07 11:12:41 -0600, avmgithub, 3, 0, 3, LINK), (68116d7f8447ae1650c762c11a40aa81ef507f86, 2017-11-06 17:51:02 -0600, avmgithub, 1, 1, 2, LINK)"
32824,1,35,9,44,"(b10761d8900af1dc48bee807ab39c80fd4334b79, 2020-02-27 06:56:28 -0800, JeongUkJae, 35, 9, 44, LINK)"
32835,1,47,16,63,"(877ab3afe33eeaa797296d2794317b59e5ac90f4, 2020-02-27 16:04:36 -0800, Vitaly Fedyunin, 47, 16, 63, LINK)"
32863,2,176,57,233,"(c882425c2449a4fb67a74375abddc1456fdc84b9, 2020-02-20 15:16:33 -0800, Peter Bell, 80, 42, 122, LINK), (495bd5818bc094d4b94b309ded614f666c9ca849, 2020-02-15 17:22:52 -0800, Peter Bell, 96, 15, 111, LINK)"
32866,2,261,139,400,"(7417b4c66f5b0901f206bf48b64de07384770724, 2020-06-03 06:40:02 -0700, Peter Bell, 134, 70, 204, LINK), (5702a28b2612a104204dd31e800faaaa09bdd458, 2020-05-28 07:26:19 -0700, Peter Bell, 127, 69, 196, LINK)"
32898,1,18,1,19,"(e7f0b15473d4dea3e202c98ccafe0d054cb0a204, 2020-02-11 09:25:49 -0800, Vincent Quenneville-Belair, 18, 1, 19, LINK)"
32946,1,83,3,86,"(d141465713c3c8fcb5a4313361daa6dd3f671e29, 2020-02-04 19:04:26 -0800, Pavel Belevich, 83, 3, 86, LINK)"
32949,1,1,3,4,"(ad90c97c0ac455546b2b6353a22caa25dcf0574d, 2020-02-11 12:19:06 -0800, Mike Ruberry, 1, 3, 4, LINK)"
32973,1,175,29,204,"(ee28831341c0398b0e2a0791ffd77263217f0bff, 2020-02-21 08:40:10 -0800, davidriazati, 175, 29, 204, LINK)"
32983,1,12,1,13,"(0f358fab6b92307edba4d89a855cac395f5b1565, 2020-08-04 22:58:01 -0700, Michael Carilli, 12, 1, 13, LINK)"
33001,1,1,1,2,"(60339a38eded68eeef91f84734b4d665ddf4e080, 2020-02-19 09:53:45 -0800, matham, 1, 1, 2, LINK)"
33012,1,26,26,52,"(4299faa10bf45117c8def2971faa0c3c5d030e04, 2019-09-09 06:32:49 -0700, Ralf Gommers, 26, 26, 52, REGEX)"
33016,1,254,488,742,"(5fc5cf6571f3e33bc5061b3e139a313433ee5ca1, 2020-03-11 07:15:03 -0700, Peter Bell, 254, 488, 742, LINK)"
3307,3,36,0,36,"(345844d9d83e40a866647df1ce003d1a62aa31e7, 2021-01-26 16:17:40 -0800, mattip, 18, 0, 18, LINK), (60d601f1ec40692a819e24682184b589fdb70d18, 2020-02-27 09:57:07 -0800, Edward Z. Yang, 9, 0, 9, LINK), (619d8ea9203e7ae5167c03761db7689d39fd1455, 2020-02-27 09:57:00 -0800, Edward Z. Yang, 9, 0, 9, LINK)"
33072,1,690,55,745,"(4025729e888ea33241b3f795044fd24381cf91d1, 2020-03-20 16:44:08 -0700, Omkar Salpekar, 690, 55, 745, LINK)"
33091,1,30,2,32,"(28c5213a97eddc9d742a0ba1087981a8d6010654, 2020-02-18 06:43:25 -0800, Richard Zou, 30, 2, 32, LINK)"
33106,1,39,28,67,"(b1790794f67f094e73a28174898d4714dfa96a52, 2020-05-01 12:50:26 -0700, Pavel Belevich, 39, 28, 67, LINK)"
33128,1,0,9,9,"(2c1a302d6a7ce250fdbd8f37630a22eefffd4a3f, 2020-03-09 16:20:51 -0700, Johannes M Dieterich, 0, 9, 9, LINK)"
3313,1,843,345,1188,"(fde355f7d4ad95a1f8cba6adc3fff7b4935ecba0, 2017-11-06 18:19:56 -0500, Sam Gross, 843, 345, 1188, LINK)"
33138,1,305,106,411,"(bba30d1bd82492cd8b22c34775e27bf3b3d983c9, 2020-06-08 14:09:40 -0700, Kurt Mohler, 305, 106, 411, LINK)"
33140,1,4,0,4,"(c49de6ce0d0fb86ecc6d33b01dbd7efed5d434f8, 2020-04-13 17:40:58 -0700, Tzu-Wei Huang, 4, 0, 4, LINK)"
33143,1,19,3,22,"(2b45368e506e7cdf37ff7af413ff01a8f69229d2, 2020-03-09 12:27:51 -0700, Xiang Gao, 19, 3, 22, LINK)"
33192,1,23,11,34,"(b8fd88319a3cc31f211601b92441c15c13b1048c, 2020-03-06 05:44:19 -0800, meganset, 23, 11, 34, LINK)"
33195,1,48,1,49,"(feaa622fc658dd76bbc26fecaf614d4056bbac23, 2020-02-18 17:33:59 -0800, Xingdong Zuo, 48, 1, 49, LINK)"
33197,1,210,40,250,"(7848c229b87e28899030f076ae3521dc041b1201, 2020-03-15 16:06:49 -0700, xiaobingsuper, 210, 40, 250, LINK)"
33203,1,5,5,10,"(ab14375b08d66452807bc8c2f1c6d8a03ef75704, 2020-02-12 14:21:11 -0800, root, 5, 5, 10, LINK)"
33209,1,28,28,56,"(ff7d147732806b2e484007ce3b1fe755bfbc77f2, 2020-02-13 08:45:57 -0800, Guanheng Zhang, 28, 28, 56, LINK)"
33210,1,130,1,131,"(924717bf5197e075ec6b586c9c4117f5a4fc272b, 2020-09-16 11:52:24 -0700, Shen Li, 130, 1, 131, LINK)"
33229,1,23,1,24,"(be3bc1deb1a53315f34242c468659e2ad8751e61, 2020-03-10 15:39:24 -0700, Vincent Quenneville-Belair, 23, 1, 24, LINK)"
33240,1,8,7,15,"(e9e9331927f2200193c05df25ca6a7ea202b629e, 2020-02-14 12:29:50 -0800, meganset, 8, 7, 15, LINK)"
33270,2,7,10,17,"(ffe327f7d9c0bf3f6d2fc64fd4dfb8b2c2013be8, 2020-02-20 09:06:26 -0800, peter, 6, 10, 16, LINK), (5b922918d023126ad1f468c68577c9b599ad202d, 2020-02-13 13:08:16 -0800, Will Feng, 1, 0, 1, LINK)"
33290,1,13,0,13,"(e41fe6086745387b3e1aa1ae6e05fe6037a06a57, 2020-06-08 07:42:41 -0700, William Gan, 13, 0, 13, LINK)"
33300,1,17,7,24,"(8291e06f8fb14a09e6c3b7a740a182250069242c, 2020-02-21 22:21:06 -0800, Mike Ruberry, 17, 7, 24, LINK)"
33309,1,42,25,67,"(3f5bb2bade88344105784d3960dfa2a53d08462f, 2020-09-16 15:29:30 -0700, Jerry Zhang, 42, 25, 67, LINK)"
33345,1,24,9,33,"(a500491cbc51c093b5990a69c6066479c13e360c, 2020-03-01 21:48:40 -0800, Xiao Wang, 24, 9, 33, LINK)"
33381,1,58,14,72,"(4543cf4eb16611ab8847064e3b826f756e810c51, 2020-02-26 18:28:47 -0800, Elias Ellison, 58, 14, 72, LINK)"
33394,1,503,176,679,"(e18a2219dd34f2c532f6218a78ed081ef090909e, 2020-09-16 23:21:38 -0700, Sameer Deshmukh, 503, 176, 679, LINK)"
33401,1,13,135,148,"(4c8064c9e14d7118296b5c378d80fde63a62aeb7, 2020-02-18 11:00:54 -0800, peter, 13, 135, 148, LINK)"
33422,1,16,1,17,"(1a2574734222193c344dffb7904def10db18b874, 2020-02-20 12:12:11 -0800, vishwakftw, 16, 1, 17, LINK)"
33439,1,134,11,145,"(fcadca1bdab62ea5728e49397e023c8863466e83, 2020-06-30 22:29:22 -0700, Wojciech Baranowski, 134, 11, 145, LINK)"
33467,1,9,3,12,"(8e8a37d7464638efef2bc0c372712b57e4b4f678, 2020-03-13 09:22:28 -0700, Andrew Delong, 9, 3, 12, LINK)"
33485,1,17,0,17,"(e021c13d2d06de2e260b246c9a002a7b178b1833, 2020-03-30 15:50:27 -0700, Xiao Wang, 17, 0, 17, LINK)"
33490,1,14,0,14,"(32c93099c470dbb4c87c341def85a91b4bf85079, 2020-02-24 11:27:43 -0800, Peter Bell, 14, 0, 14, LINK)"
33494,1,12,2,14,"(fdf7a833e75d30a9d510c2d65376e5a3726411d6, 2020-04-09 08:48:55 -0700, Donna Choi, 12, 2, 14, LINK)"
33500,3,131,102,233,"(903ad90325507bb8856cfa932dd8d43e35b03fbd, 2020-03-10 16:02:30 -0700, Meghan Lele, 45, 34, 79, LINK), (9ce833879ffe5ca84dabfd8460d284bfcb0b3727, 2020-03-05 12:39:41 -0800, Meghan Lele, 45, 34, 79, LINK), (390d4d6df3c637456dbbf83de3523bb9912cba85, 2020-02-27 12:29:00 -0800, Meghan Lele, 41, 34, 75, LINK)"
33545,1,4,3,7,"(a8fc3d8c2a032a449398df814ee753b5b90853f1, 2020-03-03 13:00:01 -0800, Dmytro Dzhulgakov, 4, 3, 7, LINK)"
33546,1,59,3,62,"(5edd9aa95a8a73e940185f8448e7db05394ce6fe, 2020-08-11 18:01:08 -0700, Kurt Mohler, 59, 3, 62, LINK)"
33547,1,10,2,12,"(a341a4329a0dd625d890212d72bbd62d3840ba0a, 2020-11-03 07:34:43 -0800, Erjia Guan, 10, 2, 12, LINK)"
33552,1,9,9,18,"(cd9d9a2235567eb76743a5d863e0f2d4074d8956, 2020-03-10 10:28:40 -0700, Natalia Gimelshein, 9, 9, 18, LINK)"
33562,1,4,4,8,"(c7dd5f89a2367ba9e434a8c6e8e8e5fa0da8d9fb, 2020-03-10 08:50:28 -0700, Andrew Delong, 4, 4, 8, LINK)"
33568,1,32,2,34,"(0c9bf6498982522564434c2cdf2b5c6c693d9995, 2020-04-11 22:22:04 -0700, Mike Ruberry, 32, 2, 34, LINK)"
33580,1,21,20,41,"(90f4c5695e1785883d9ae7c86ad3fabd1963a4cb, 2020-02-21 08:30:06 -0800, Edward Yang, 21, 20, 41, LINK)"
33618,1,66,2,68,"(d37a4861b8a5eed3d9a1340484d1efb0f48aa59e, 2020-04-29 08:59:09 -0700, Michela Paganini, 66, 2, 68, LINK)"
33620,1,23,3,26,"(973371139475834c44d118ba0256d97b070980a0, 2020-02-26 22:22:52 -0800, Shihao Xu, 23, 3, 26, LINK)"
33629,1,20,21,41,"(7aa605ed92dbb726a2f285246369b0a17972ba12, 2020-02-23 14:08:44 -0800, Enealor, 20, 21, 41, LINK)"
33630,1,124,117,241,"(09046713cc02fbfb87705fb74183870320a639de, 2020-02-28 08:21:24 -0800, anjali411, 124, 117, 241, LINK)"
33694,1,1,1,2,"(533b973fd0bc7bfb34ecd0869e91463a65f160fe, 2020-02-24 13:48:34 -0800, Will Feng, 1, 1, 2, LINK)"
33698,1,5,5,10,"(fd175fa8a235569bda75718e3f9573e28d889f12, 2020-02-25 08:43:26 -0800, Jeong Ukjae, 5, 5, 10, LINK)"
33699,1,2,1,3,"(819ca2c285d058fc5786d52d02dfc5f73433ae99, 2020-02-25 08:48:01 -0800, Jeong Ukjae, 2, 1, 3, LINK)"
33701,1,17,1,18,"(0048243f70f37a3ae74725fb21c88704d3ab62bb, 2020-04-27 10:46:07 -0700, Lukas Koestler, 17, 1, 18, LINK)"
33751,1,50,112,162,"(2f84a07b58ff033cdf47afe8ff17bba80214c7b4, 2020-03-31 20:49:43 -0700, Wojciech Baranowski, 50, 112, 162, LINK)"
33757,1,1,1,2,"(b1bd950a4d3a06b4e105cb77238fb7df01fad4da, 2020-03-09 08:43:07 -0700, prajjwal1, 1, 1, 2, LINK)"
3376,1,17,0,17,"(cd3e067e4654daa0edb5f4c9db99ffce3b38c64b, 2018-07-12 19:24:10 -0700, Vishwak Srinivasan, 17, 0, 17, LINK)"
33780,2,195,54,249,"(c73e97033a3aef97a5685588ea014d54a5cc11cc, 2020-03-25 09:09:24 -0700, anjali411, 104, 27, 131, LINK), (c8f665dcb626378ca9c51d7b70fc242524105441, 2020-03-18 23:29:55 -0700, anjali411, 91, 27, 118, LINK)"
33793,1,3,57,60,"(e255a4e1fdb4cbd0e3a79c9ecfc95b7aabfb1fd8, 2020-09-18 15:52:32 -0700, Gao Xiang, 3, 57, 60, LINK)"
33812,1,15,3,18,"(2af64ba3ede8906c4b48e1d0988665520ad03c9d, 2020-03-05 15:54:00 -0800, Peter Bell, 15, 3, 18, LINK)"
