Issue.ID,Number.of.issue.solving.commits.found,Total.additions.made.to.fix.the.issue,Total.deletions.made.to.fix.the.issue,Total.changes.made.to.fix.the.issue,Commits..commit.hashcode..date.of.commit..commit.s.author..number.of.additions.made.by.the.commit..number.of.deletions.made.by.the.commit..number.of.total.changes.made.by.the.commit..approach.used.to.find.the.commit.
27431,1,16,2,18,"(9d724a8e6034d321e97cdc9972d4d6e7adb3e3ca, 2019-04-11 11:09:06 -0700, Scott Zhu, 16, 2, 18, LINK)"
27455,1,40,0,40,"(244cb0b925902a29c6a39c62fd1b80cb3797051b, 2019-04-09 14:39:48 -0700, A. Unique TensorFlower, 40, 0, 40, LINK)"
27497,2,18,0,18,"(f303882d7a4f97202a378814aabdcb22d960af58, 2019-04-10 00:47:29 +0000, Yong Tang, 12, 0, 12, REGEX), (82eafde35fce5aa7cbe57b6af49cb990f5edaf2c, 2019-04-10 00:43:28 +0000, Yong Tang, 6, 0, 6, REGEX)"
27565,1,2,2,4,"(110f0610ed0cf52d256e414906cf91d4e9d657e7, 2019-05-02 16:38:06 -0700, Alexandre Passos, 2, 2, 4, LINK)"
27680,2,1135,427,1562,"(30485bb7b905d5c367d23846c5248f8c8d0a2c49, 2019-09-03 13:39:52 -0700, Andrew Audibert, 33, 0, 33, LINK), (e7206a7d8efceda25bce5a530fc4e79a5582be13, 2019-07-30 12:01:13 -0700, Jiri Simsa, 1102, 427, 1529, LINK)"
2769,1,5,5,10,"(f36659f555027481788d14cc388cec1071a3182a, 2016-06-13 18:56:43 -0800, Zongheng Yang, 5, 5, 10, LINK)"
27705,1,66,12,78,"(1b96e5212002b7ac5027a7538a8f6e5780b669f5, 2019-04-30 18:51:29 -0700, Katherine Wu, 66, 12, 78, LINK)"
27711,1,14,0,14,"(4e90c97809c44e6e6395ffd6c34c35ce3d646020, 2019-04-16 17:49:52 -0700, Allen Lavoie, 14, 0, 14, LINK)"
2774,1,22,1,23,"(de6ce1de08ea97d599687fbbe5196ca4af5232ae, 2016-06-13 14:26:47 -0800, Zongheng Yang, 22, 1, 23, LINK)"
27769,1,38,38,76,"(f42549a91a3759a9264ef4d44e9224be4ee3bdc3, 2019-06-20 17:33:04 -0700, Katherine Wu, 38, 38, 76, LINK)"
278,1,40,0,40,"(695c97c3ddf73245ceeb9884eb4bc7d86f44532e, 2018-05-17 14:37:34 -0700, Rachel Lim, 40, 0, 40, LINK)"
27829,1,17,7,24,"(6a6e8c2586dfd2aeeebe0d94d60dcca4604ab481, 2019-06-04 13:50:02 -0700, Scott Zhu, 17, 7, 24, LINK)"
27845,1,25,4,29,"(2518fc3ef8b962b8487b930d9798d4696f0e53ee, 2019-04-22 11:07:13 -0700, Alexandre Passos, 25, 4, 29, LINK)"
27847,1,48,1,49,"(e2d269edb9217411fc4119338df949e1a741432b, 2019-04-29 10:16:59 -0700, Shanqing Cai, 48, 1, 49, LINK)"
27848,1,1,1,2,"(7ae75b2cd126f17fe27d3104d5e5629bf0805251, 2019-04-15 19:25:32 +0000, Yong Tang, 1, 1, 2, REGEX)"
27937,1,201,8,209,"(452d8798fa315df6aa042442273cb298e26c8b71, 2019-04-30 11:57:30 -0700, Allen Lavoie, 201, 8, 209, LINK)"
27985,2,14,1,15,"(04f4037adf6c6af592372f1a9755af6a9872fe13, 2019-04-19 20:43:08 +0100, Pasquale Minervini, 13, 0, 13, LINK), (85ba88c973f3dc108d543cb4b590b9f290bdd310, 2019-04-19 15:50:39 +0100, Pasquale Minervini, 1, 1, 2, LINK)"
28,1,36,70,106,"(23caaa5e42c87a189511438dcadc428b683cd028, 2017-05-22 14:09:29 -0700, Benoit Steiner, 36, 70, 106, LINK)"
280,1,51,43,94,"(6596a600669d2dea9b3204e07e0943db071c42d1, 2019-11-28 01:59:22 -0800, Jose Ignacio Gomez, 51, 43, 94, LINK)"
28007,2,154,15,169,"(eaa1729a52952f2a541491a1ce2c34af7ab66fc8, 2020-03-18 13:03:19 -0700, Eugene Zhulenev, 142, 15, 157, LINK), (7eda6f2b247ad9805fe9d917c841f2b7168f7c72, 2020-03-04 15:40:42 -0800, Saurabh Saxena, 12, 0, 12, LINK)"
28027,1,20,10,30,"(93b440f7935ec889a0e60f10107fc7b9495ee5b0, 2019-04-21 20:24:45 -0700, Anna R, 20, 10, 30, LINK)"
28066,1,49,2,51,"(d7cd03f1398cd33fc8579ce336b602350ac99259, 2019-04-23 16:24:07 -0700, Allen Lavoie, 49, 2, 51, LINK)"
28070,1,35,19,54,"(778ca5c0bcf87c9e2df73fe9b8074bae5b8c3e58, 2019-04-26 15:27:26 -0700, Alexandre Passos, 35, 19, 54, LINK)"
28108,1,19,1,20,"(35c87ab0355af9205e875cc807c673c371b2e58c, 2019-04-24 16:57:19 -0700, Allen Lavoie, 19, 1, 20, LINK)"
28158,1,20,2,22,"(008300cc7667da8f8a7d36806470c01a524153d0, 2019-04-29 11:56:08 -0700, Dan Moldovan, 20, 2, 22, LINK)"
2818,1,16,0,16,"(7f79424f63c5684a43d47de216ae152144ddeecf, 2017-01-24 10:04:24 -0800, Geoffrey Irving, 16, 0, 16, LINK)"
282,1,1,1,2,"(67328cf44fb8f8442c94b7ec80b48854a577a795, 2019-11-29 08:48:22 -0800, JKIsaacLee, 1, 1, 2, LINK)"
28241,1,4,5,9,"(6c3cbe44344e7dfed21872b5effcec4a48f4cff3, 2019-04-30 01:08:19 +0000, Yong Tang, 4, 5, 9, REGEX)"
28346,1,142,20,162,"(e03ab548c4696efcdbe1cca599da1289c25093b4, 2019-07-29 09:51:19 -0700, Guangda Lai, 142, 20, 162, LINK)"
2844,2,14957,3894,18851,"(2098b9abcf20d2c9694055bbfd6997bc00b73578, 2016-10-05 09:55:48 -0700, Yifei Feng, 14953, 3894, 18847, LINK), (781080a6c3b8dc78f665968755787f6782f3811b, 2016-10-03 16:42:25 -0800, Martin Wicke, 4, 0, 4, LINK)"
28444,1,4,4,8,"(eb1fde6216a1fa3b66330ecf07e7b206a2e84df4, 2019-05-07 04:07:15 +0000, Yong Tang, 4, 4, 8, REGEX)"
285,1,18,20,38,"(4554a1b426401a7d2dbefd48767ead408bb41426, 2019-12-04 09:29:51 -0800, Uday Bondhugula, 18, 20, 38, LINK)"
2852,2,276,24,300,"(1bea99abc531bf2ce47c1f6767f4796be7168f02, 2016-06-15 19:18:52 -0800, Lukasz Kaiser, 138, 12, 150, LINK), (1da1f63f2d1a225de7a68eae2d362cc335e65e8d, 2016-06-15 19:18:52 -0800, Lukasz Kaiser, 138, 12, 150, LINK)"
28585,1,1,7,8,"(f0836d2a3bdc83b9487d703f30669723bd2662fb, 2019-05-16 09:41:13 -0700, Jared Duke, 1, 7, 8, LINK)"
28614,1,57,40,97,"(12250556493fe7757bd97f397e3483e7c0e022b1, 2019-05-14 07:43:30 -0700, Scott Zhu, 57, 40, 97, LINK)"
2862,1,0,2,2,"(337b6c1945731b3542d35768078c8ea8640933e8, 2016-08-16 18:19:39 -0800, Justine Tunney, 0, 2, 2, LINK)"
2868,1,13,5,18,"(2491c2c5fba31ed90d70e06f9aa0342dcd6bf09f, 2016-06-15 18:00:36 +0100, Igor Babuschkin, 13, 5, 18, LINK)"
28725,1,76,4,80,"(22ba2ebfc9779ca61e574ddf6411ee5565381cec, 2019-06-13 08:38:04 -0700, Dan Moldovan, 76, 4, 80, LINK)"
2873,3,2332,1972,4304,"(58b37cf745c6c30d44878ddf5987c4283ed12c3c, 2016-08-22 23:15:02 -0700, gunan, 777, 657, 1434, LINK), (857eee77a3abde96e62d97866c1579fe14dd7901, 2016-06-13 01:12:08 -0700, David Z. Chen, 777, 657, 1434, LINK), (353235e0b2b35f3df43f42ef84ca00ccda7a3a6d, 2016-06-13 01:12:08 -0700, David Z. Chen, 778, 658, 1436, LINK)"
28849,1,18,0,18,"(d3dd0726fc2a6be6235bc1e9c8825056278d3470, 2019-07-15 11:09:44 -0700, Dan Moldovan, 18, 0, 18, LINK)"
28959,1,2,1,3,"(0088c64ccfab8dfc4734c293ea979c4ad0173c36, 2019-05-29 11:47:26 +0800, EFanZh, 2, 1, 3, LINK)"
290,1,93,91,184,"(421fbae7753c717337d96bad5fd6cb5d58834e0a, 2019-12-06 05:58:59 -0800, Kazuaki Ishizaki, 93, 91, 184, LINK)"
29060,1,33,34,67,"(003e400902b85626d32727589142d12269306703, 2019-06-11 15:01:17 -0700, Jiri Simsa, 33, 34, 67, LINK)"
29170,1,19,0,19,"(c2b5d665aac09154bea0389fbcae9e2936a2c286, 2019-05-30 13:45:02 -0700, Allen Lavoie, 19, 0, 19, LINK)"
29187,1,31,1,32,"(180f28a26660ca2e1ba27477f4f9592db5f9c4e8, 2019-06-04 08:22:34 -0700, Scott Zhu, 31, 1, 32, LINK)"
29191,1,220,174,394,"(4d4f7ed0a4605975e45efe9ca1750653190aeedf, 2019-08-01 10:10:00 -0700, Dan Moldovan, 220, 174, 394, LINK)"
292,1,221,81,302,"(7e2b4b8c968c85e08e7d78faf4cd3dc36cf3a4ba, 2019-12-05 13:10:10 -0800, Denis Khalikov, 221, 81, 302, LINK)"
29342,1,377,113,490,"(7360531c13113a19120d798278cd20bec2e5e0c3, 2019-07-03 12:00:38 -0700, Xiao Yu, 377, 113, 490, LINK)"
2935,1,39,0,39,"(a62b165dd05adc5f0395170f8e72781bc240cbad, 2016-07-07 21:07:37 -0500, terrytangyuan, 39, 0, 39, LINK)"
2938,1,119,32,151,"(706a5baa6e633ffbbcdf49f69e3ef88421001a76, 2016-06-25 14:45:27 -0800, Derek Murray, 119, 32, 151, LINK)"
29393,1,44,5,49,"(665bd441195ce352b0d5ce74d5fd2dc19fa4a614, 2019-06-17 14:40:58 -0700, Dan Moldovan, 44, 5, 49, LINK)"
294,1,19,11,30,"(6b4dc4e9864d6842049537147da26d5e8850109f, 2019-12-06 16:03:16 -0800, nmostafa, 19, 11, 30, LINK)"
29439,1,5,1,6,"(1e30076f57bf30838b5cb2e59f05e13deb944d1b, 2019-11-11 16:14:06 -0800, Gunhan Gulsoy, 5, 1, 6, LINK)"
295,2,126,16,142,"(d68e1fb784af892cc80b58a3ea1230df2b01658d, 2019-12-16 10:36:06 -0800, Jose Ignacio Gomez, 63, 8, 71, LINK), (d68e1fb784af892cc80b58a3ea1230df2b01658d, 2019-12-16 10:36:06 -0800, Jose Ignacio Gomez, 63, 8, 71, REGEX)"
29501,1,183,85,268,"(b2bdbfb9260fe58d9c5bfe9df11fc51535e5fef3, 2019-06-18 11:53:46 -0700, Shanqing Cai, 183, 85, 268, LINK)"
29509,1,512,0,512,"(f54bb6f5578b931d79884302768996ba1073f685, 2020-01-28 15:29:29 -0800, Haoliang Zhang, 512, 0, 512, LINK)"
29525,1,10,6,16,"(24174643a75e819b8ce01fd70d45d03616e50071, 2019-07-11 16:23:20 -0700, A. Unique TensorFlower, 10, 6, 16, LINK)"
29532,1,12,11,23,"(a7bcf5fdc8557bd6ebde40112b17199f6958dd0e, 2019-06-07 12:44:22 -0700, Mihai Maruseac, 12, 11, 23, LINK)"
29536,1,6,0,6,"(bbdc3fafdb7ec689a0ae0d14eed75660292c447f, 2019-06-07 09:12:32 -0700, Mihai Maruseac, 6, 0, 6, LINK)"
29540,2,2,2,4,"(d1c32c20aa8198638712167dc17020434f123c00, 2019-06-07 13:50:56 -0700, Yifei Feng, 1, 1, 2, LINK), (00f6608a0a73b768cd4a810601293d13e3bc722f, 2019-06-07 13:50:56 -0700, Yifei Feng, 1, 1, 2, LINK)"
29545,2,56,12,68,"(88c1b25380f81a8fa598a7675fb2a8e3f78117c5, 2019-08-14 11:21:35 -0700, Katherine Wu, 28, 6, 34, LINK), (c967e6141bbab229ea8ae2552554ef6a3fc9caf1, 2019-08-14 11:21:35 -0700, Katherine Wu, 28, 6, 34, LINK)"
29549,2,286,146,432,"(c6b4bd510fc8577f7b20669455804fdae08435e4, 2019-06-10 10:11:12 -0700, Scott Zhu, 143, 73, 216, LINK), (b2dfb9bff5b8f603c19e0a8a3f280b7724fb89c1, 2019-06-10 10:11:12 -0700, Scott Zhu, 143, 73, 216, LINK)"
2957,1,60,8,68,"(91d65f6e5971302081a9348c4188a5031c30b021, 2016-06-20 10:08:59 -0800, Derek Murray, 60, 8, 68, LINK)"
29656,1,42,1,43,"(a7ef0da19be94d5f189c8a3af960f1da77e58b41, 2019-06-13 13:52:03 -0700, Alexandre Passos, 42, 1, 43, LINK)"
29661,1,10,0,10,"(704c6eb8a6f766e2d4d2f3b004bc26e9a1d55f36, 2020-04-25 21:59:23 +0000, Yong Tang, 10, 0, 10, REGEX)"
2974,1,99,5,104,"(e57750551e4aecea2ecc7f9339f00ca84997514c, 2016-06-21 20:53:46 -0800, Manjunath Kudlur, 99, 5, 104, LINK)"
29856,1,5,3,8,"(15f6c30d7977c92ba452eb5c1873b8c9f0968a5f, 2019-06-26 17:13:12 -0700, Martin Wicke, 5, 3, 8, LINK)"
29863,1,1,0,1,"(61ce785eede101a3a5e77c5d0fd88507bd5f455f, 2019-06-19 19:56:49 +0000, Yong Tang, 1, 0, 1, REGEX)"
29867,2,30,3,33,"(085160e48ace499de3ea2a58f3a4bd3c8cd07dc8, 2019-06-19 22:36:03 +0000, Yong Tang, 8, 0, 8, REGEX), (9770648bd385639feeaebfbb9b38fb6da9d50914, 2019-06-19 22:33:10 +0000, Yong Tang, 22, 3, 25, REGEX)"
29871,1,6,5,11,"(6c8cbdceccce20f886a08b0cf00ac2e783ac524c, 2019-11-13 09:01:49 -0800, Martin Wicke, 6, 5, 11, LINK)"
29872,1,38,1,39,"(f6e0ec468a3dee7c2ae1fa3575bb46d884b4a319, 2019-07-18 10:05:52 -0700, Rohan Jain, 38, 1, 39, LINK)"
29881,1,10,4,14,"(d7e858192d1de827bc03705ac62e1bd38daf06d8, 2019-06-22 18:19:41 -0700, Martin Wicke, 10, 4, 14, LINK)"
299,1,3,1,4,"(707f8f2c187428449e9989e77f06e7d5fc43ca95, 2019-12-06 06:26:24 -0800, Denis Khalikov, 3, 1, 4, LINK)"
29989,1,11,1,12,"(51d1f486fcbe5bc8857586250fd5b10ca110d631, 2019-07-15 17:15:50 -0700, Jiri Simsa, 11, 1, 12, LINK)"
3,8,40163,8576,48739,"(746817af146e65e1e7ebca3a893cb217a4bec938, 2021-01-05 13:37:31 -0800, Advait Jain, 13, 8, 21, LINK), (6be604aaacd9d270de01c37ec6e9a9a077397848, 2020-08-04 12:26:02 -0700, Jared Duke, 321, 73, 394, LINK), (8234d5a3f8967919d3f55d99cd945fa946f4bfe0, 2019-01-25 17:39:13 -0800, Priya Gupta, 43, 4, 47, LINK), (c8535f36d127a2b2c80241d49546326db5d9a1fd, 2017-09-18 11:14:20 -0700, Joel Hestness, 2869, 1, 2870, LINK), (cf7c008ab150ac8e5edb3ed053d38b2919699796, 2017-06-28 11:07:44 -0700, Yifei Feng, 35256, 8213, 43469, LINK), (3faa4d2d9672fb6f8ba8f80a0df45dabeb5a3382, 2017-06-26 10:16:32 -0700, A. Unique TensorFlower, 2, 0, 2, LINK), (fe589d9e7caea582beed160ad47e55f537a8403e, 2017-05-31 06:15:23 +0100, Luke Iwanski, 1505, 242, 1747, LINK), (4c85b12dfffe371e6a75e39dd08573c88f960558, 2017-03-29 07:36:04 -0800, Alexandre Passos, 154, 35, 189, LINK)"
300,1,60,28,88,"(7d7c61bf37c63b01fff15ae24695cff1d13ae9a4, 2019-12-18 11:27:09 -0800, Marcel Koester, 60, 28, 88, LINK)"
30028,1,82,16,98,"(b789a3b37b59e6795f799645a6e8b1a6c70fc346, 2019-06-28 10:45:07 -0700, Anna R, 82, 16, 98, LINK)"
30029,2,2,0,2,"(50f56d58fbbcc1409d2dafb398d0956c252e6acf, 2019-06-22 15:04:36 -0700, Mihai Maruseac, 1, 0, 1, LINK), (266d85e610d2be38f48b0c61a4c590163cc10b49, 2019-06-22 19:07:40 +0000, Yong Tang, 1, 0, 1, REGEX)"
30040,2,22,0,22,"(322486a18ab52fd25d4230889ddfa1f25bfaaa6e, 2019-06-23 01:57:58 +0000, Yong Tang, 16, 0, 16, REGEX), (467730fe90282a75f15f67d701b278e86cfad65e, 2019-06-23 01:53:59 +0000, Yong Tang, 6, 0, 6, REGEX)"
301,1,18,20,38,"(68fb5ac01c1724b1f117a02114c63bd406a56cc8, 2019-12-06 09:40:12 -0800, Alexandre E. Eichenberger, 18, 20, 38, LINK)"
30113,1,108,3,111,"(7807ec92bf8f44b5fd6de5b5342f041b168cf1f3, 2019-11-22 18:11:56 -0800, Akshay Modi, 108, 3, 111, LINK)"
30122,2,39,1,40,"(49f1a478e0c8eb1311679457c3d648395ab51202, 2019-06-30 10:16:58 +0000, Yong Tang, 37, 0, 37, REGEX), (1b8786471f49d6f13ce237524e694a81ca930957, 2019-06-30 10:06:20 +0000, Yong Tang, 2, 1, 3, REGEX)"
30149,1,4,5,9,"(38df5d8ef43e884674f22670dbfd19ec26782f17, 2019-06-30 10:14:23 -0700, Dan Moldovan, 4, 5, 9, LINK)"
30182,1,138,4,142,"(dd3ec9260259a5dba183f9271f517c06d7c69c82, 2019-07-10 06:47:55 -0700, Dan Moldovan, 138, 4, 142, LINK)"
30184,1,82,16,98,"(b789a3b37b59e6795f799645a6e8b1a6c70fc346, 2019-06-28 10:45:07 -0700, Anna R, 82, 16, 98, LINK)"
30222,3,1021,174,1195,"(061d2e0a0d998623a2b0f191038c0aa918a08027, 2019-12-18 06:43:08 -0800, Jaesung Chung, 119, 16, 135, LINK), (9ac7cf82641fe48b177763dfd2ff7b7844426462, 2019-12-10 17:42:46 -0800, Jaesung Chung, 725, 144, 869, LINK), (df41bbafb50e1ea99404257cf7fa6f60bd063b5f, 2019-12-09 21:23:38 -0800, Jaesung Chung, 177, 14, 191, LINK)"
30248,1,1,0,1,"(3baef3b569344f0af6071950a5fc9d828a4ee6a6, 2019-07-02 02:57:53 -0700, Dan Moldovan, 1, 0, 1, LINK)"
3035,1,39,18,57,"(6c14cd8e1bfbf1484ef22c82ac3badc53ed73f7d, 2016-06-27 12:35:03 -0800, Derek Murray, 39, 18, 57, LINK)"
30378,1,306,92,398,"(a377701899b71b5f6bb0f157be763c283c7ff7e9, 2019-07-18 14:19:55 -0700, Philip Pham, 306, 92, 398, LINK)"
30383,2,29,2,31,"(28dbd440e5195119a5ad72ca7a407e7dbaa33ef3, 2019-08-20 13:41:16 +0800, leslie-fang-intel, 1, 1, 2, REGEX), (7001c1f9ef55f2678a2ff7740778d6856fb8b507, 2019-08-20 07:12:58 +0800, leslie-fang-intel, 28, 1, 29, REGEX)"
304,1,36,36,72,"(27a98ccab4cccce50b0fd2133376c9d7134be639, 2019-12-09 09:23:15 -0800, Kazuaki Ishizaki, 36, 36, 72, LINK)"
30420,1,14,8,22,"(52b8190e149223a50d550ecf87c79f38e8d20643, 2019-07-11 07:47:05 -0700, James Ring, 14, 8, 22, LINK)"
3047,2,27,2,29,"(2392f4d355ee83205afd37f9e7f8602548d05829, 2016-10-27 16:50:53 -0800, Martin Wicke, 8, 0, 8, LINK), (92c8c6969eb8b2378eb6886d9c443f2d6f2f2ba6, 2016-10-27 16:50:53 -0800, Martin Wicke, 19, 2, 21, LINK)"
30474,1,27,0,27,"(37fcf0a0e04b2014864936397c25e6c398135772, 2019-07-12 19:36:44 -0700, Pavithra Vijay, 27, 0, 27, LINK)"
3056,2,162,28,190,"(62156713147b256ee862987578021a29e2ed4c13, 2016-08-03 16:20:46 -0800, Lukasz Kaiser, 33, 0, 33, LINK), (d1f35b4cecd025a943f64b55b1887fa27e552eb1, 2016-07-01 23:38:29 -0800, Lukasz Kaiser, 129, 28, 157, LINK)"
3057,1,54,6,60,"(380e801f9251995122ae09ac11d83bd6a30edefa, 2016-06-27 15:01:58 -0800, Derek Murray, 54, 6, 60, LINK)"
30574,1,51,48,99,"(03ff87bfdeec43b9d3a208746ae19ebf9c139c14, 2019-09-16 11:55:31 -0700, RJ Skerry-Ryan, 51, 48, 99, LINK)"
30580,1,64,37,101,"(471b73c238709fb796929eb412f1dab763b3f8cc, 2019-08-19 14:55:33 -0700, Eugene Zhulenev, 64, 37, 101, LINK)"
30633,2,2,2,4,"(3caff5be33a0ac20a73a2230d28679c9d6a8f6cb, 2019-07-12 10:10:05 -0700, Yong Tang, 1, 1, 2, REGEX), (7efc61175c540a56b03e829ec917ce9efc1f06f9, 2019-07-12 10:10:05 -0700, Yong Tang, 1, 1, 2, REGEX)"
30642,1,11,0,11,"(c3e32b03e187fc2854c34add42ee3d1fe1f17628, 2019-09-13 12:20:10 -0700, Alexandre Passos, 11, 0, 11, LINK)"
30653,1,14,1,15,"(038bace3d62aa96fa280a1159f1375a44f00a705, 2019-07-14 12:08:06 +0200, Ivan Habernal, 14, 1, 15, LINK)"
30685,1,18,1,19,"(6cd69820a7ec68363647bf918d312b5d10e0e07a, 2019-07-23 15:40:22 -0700, Andrew Audibert, 18, 1, 19, LINK)"
30691,1,1,1,2,"(c589417ff81aa59160684fdc84ffac44095ac82e, 2019-07-15 19:52:45 +0800, Leslie-Fang, 1, 1, 2, LINK)"
307,1,86,14,100,"(90d71017d128c1e05db50ef45c728c568641db3a, 2019-12-10 12:25:10 -0800, Jose Ignacio Gomez, 86, 14, 100, LINK)"
3070,1,7,0,7,"(09d236384513e205d1a46a59e3a768ffc91c3d47, 2016-06-30 23:30:41 +0800, Wenjian Huang, 7, 0, 7, LINK)"
30750,2,13,1,14,"(6f0b851fc9dd160b92284b206536c1ae12c504b3, 2019-07-17 00:03:43 +0000, Yong Tang, 10, 0, 10, REGEX), (2b681a72d1e785b3d3cbdc9f3f4fded627665f40, 2019-07-16 23:59:59 +0000, Yong Tang, 3, 1, 4, REGEX)"
308,1,135,14,149,"(d44768972096e4b314a4c237dba092e9b04968bd, 2019-12-09 12:43:23 -0800, Denis Khalikov, 135, 14, 149, LINK)"
30808,2,56,12,68,"(88c1b25380f81a8fa598a7675fb2a8e3f78117c5, 2019-08-14 11:21:35 -0700, Katherine Wu, 28, 6, 34, LINK), (c967e6141bbab229ea8ae2552554ef6a3fc9caf1, 2019-08-14 11:21:35 -0700, Katherine Wu, 28, 6, 34, LINK)"
30849,1,24,10,34,"(7379f75705c49d33860a0dfe58b6a32b78ca6b2d, 2019-07-19 00:38:09 +0000, Yong Tang, 24, 10, 34, REGEX)"
31,2,1452,221,1673,"(f289cfb200417ca6dfcfbd1f59e45a9c08f74327, 2019-06-10 21:30:29 -0700, Mehdi Amini, 1, 0, 1, LINK), (2c8d0dca978a246f54c506aae4587dbce5d3bcf0, 2017-02-21 11:00:19 -0800, Benoit Steiner, 1451, 221, 1672, LINK)"
3102,1,11,8,19,"(6062f26f626555ca980c716d52c6204e17745503, 2016-06-30 10:32:46 -0800, Derek Murray, 11, 8, 19, LINK)"
31137,1,1,1,2,"(264f13ec5b57ec2f2745609748b0b7e4cf7e1ed3, 2019-07-29 14:29:45 -0700, Yong Tang, 1, 1, 2, REGEX)"
312,1,51,0,51,"(3e5e7ffa139a2a11ec182dd3c18baf3b29baee73, 2019-12-12 09:24:43 -0800, Ehsan Toosi, 51, 0, 51, LINK)"
31297,2,24,2,26,"(0e772b8c962cfea507d1fb83c5b0c04d1c835dd9, 2019-08-19 21:54:24 -0700, Saurabh Saxena, 12, 1, 13, LINK), (24d206ce4a6dd06f497d24e8b9700f4dff75e65c, 2019-08-19 21:54:24 -0700, Saurabh Saxena, 12, 1, 13, LINK)"
313,1,3,0,3,"(f94d458f1a6acfc309104e03a6cae5a61bfeecd4, 2019-12-11 11:17:03 -0800, Denis Khalikov, 3, 0, 3, LINK)"
3139,1,1,0,1,"(7c03f6e54d5bd8818a09e693bfb55507648ab03c, 2016-09-17 04:38:55 +0530, Malith Yapa, 1, 0, 1, LINK)"
31494,1,10,1,11,"(f8c22c9308d054868e16898b799f7a329348a6ea, 2019-08-09 16:51:02 -0400, Jun Wan, 10, 1, 11, LINK)"
315,1,63,8,71,"(d68e1fb784af892cc80b58a3ea1230df2b01658d, 2019-12-16 10:36:06 -0800, Jose Ignacio Gomez, 63, 8, 71, LINK)"
3168,1,2,2,4,"(11f92de8c8c9cd35106c0f4dd3b0bfaac7581a2f, 2016-07-13 14:28:07 -0700, Sergey Kishchenko, 2, 2, 4, LINK)"
31696,2,24,1,25,"(66803c1fca4d178d6ba8f4c96073efaed8541d59, 2019-08-18 15:53:36 +0000, Yong Tang, 22, 0, 22, REGEX), (289c4500376bcd50462c9e6b66be019bb9c4c88a, 2019-08-18 04:39:22 +0000, Yong Tang, 2, 1, 3, REGEX)"
31706,2,60,4,64,"(9d8571fd483404518bed604b8221709b85235716, 2019-08-16 17:16:09 -0700, Jiri Simsa, 30, 2, 32, LINK), (c73f7cfe54095a26238b56bf1d94a1fe7bf20df8, 2019-08-16 17:16:09 -0700, Jiri Simsa, 30, 2, 32, LINK)"
31744,1,1,1,2,"(4b08e71a10e71a867aa5569be5ad43081d4185d4, 2019-08-20 06:57:59 -0700, Benoit Jacob, 1, 1, 2, LINK)"
3177,1,2,1,3,"(23fb96fa4914f77e7a517fb68984e5e9a5dccd3b, 2016-07-08 09:15:23 -0800, A. Unique TensorFlower, 2, 1, 3, LINK)"
31893,2,30,12,42,"(4d64a47c3e8f9dc18791f31ba7d4e090f8852030, 2019-08-30 13:09:17 -0700, Katherine Wu, 15, 6, 21, LINK), (93b86cc5ee1c3770e9b99ee4969e380154183e9e, 2019-08-30 13:09:17 -0700, Katherine Wu, 15, 6, 21, LINK)"
31952,1,19,0,19,"(d5ee347de231b55f8ef7c11402db1673ff111d53, 2019-12-02 15:08:31 -0800, Alexandre Passos, 19, 0, 19, LINK)"
320,1,1,1,2,"(50caa985b5db16a52e7288b20aa44d6d5fb8464d, 2019-12-17 10:25:19 -0800, Jin Mingjian, 1, 1, 2, LINK)"
3200,1,2,1,3,"(23fb96fa4914f77e7a517fb68984e5e9a5dccd3b, 2016-07-08 09:15:23 -0800, A. Unique TensorFlower, 2, 1, 3, LINK)"
32029,1,13,8,21,"(3ba8bd697faf4b831f78c3fa547d7956f1b1a0aa, 2020-02-20 14:50:37 -0800, Scott Zhu, 13, 8, 21, LINK)"
32049,1,1,1,2,"(8d4ecb0f24c4f9fc18c248838d2496b8410961f6, 2019-09-04 15:59:43 -0700, Alexandre Passos, 1, 1, 2, LINK)"
32164,1,1,0,1,"(212288dbe8f5d4b60615b06ee0afc6c26a9733cd, 2019-09-03 09:42:59 +0200, Colle, 1, 0, 1, LINK)"
32192,1,33,1,34,"(06094928234856a89bf4b607e2fbc9eca9b2d35f, 2019-09-22 22:08:44 -0700, Abin Shahab, 33, 1, 34, LINK)"
32236,1,3,0,3,"(eed165e3d59903ff844cd682b8be4bffc23b9005, 2020-05-04 15:38:59 +0000, Yong Tang, 3, 0, 3, REGEX)"
32293,1,7,0,7,"(b7db3f4ae43f5228952f3a1bb480a3e52a2006ed, 2019-09-06 11:07:40 -0700, Mihai Maruseac, 7, 0, 7, LINK)"
32299,2,91,15,106,"(1a8aaa30ef54e26e548fe1b97a3415c57c635167, 2019-09-12 16:41:12 -0700, Scott Zhu, 55, 11, 66, LINK), (dccf1c7030867865189924989c857bc1d3454216, 2019-09-11 15:34:07 -0700, Scott Zhu, 36, 4, 40, LINK)"
32311,1,2,0,2,"(b7b3cd283609fd46ed7111a32765b26e71749196, 2019-09-12 18:04:53 +0530, HarikrishnanBalagopal, 2, 0, 2, LINK)"
32369,1,16,3,19,"(0f97bdac0757f934875dc2600ce829022cf6821f, 2019-09-12 09:15:50 -0700, Scott Zhu, 16, 3, 19, LINK)"
32380,1,3,1,4,"(10396ff82a9216a3ce5c5770eefa85bc0a973d38, 2020-05-03 20:22:18 +0000, Yong Tang, 3, 1, 4, REGEX)"
